trainSet,trainLabel
../datasets/processedDataset/train/angry/Training_15570158_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1559786_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15653607_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15671299_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15693625_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15729526_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15752571_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15784307_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15812721_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1589886_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15933141_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_15990816_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16024594_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16052786_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_161824_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16232328_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16259740_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16288109_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16288280_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16305966_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16322300_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16385944_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16439151_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1648016_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16526420_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16527960_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16533492_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16567582_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16594897_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16615632_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16622790_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16636429_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16728602_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16734586_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16765414_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1677103_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16780637_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16813100_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16828779_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16863168_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16882248_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16902014_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16968141_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_16971260_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17026096_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1705134_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17201713_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17258244_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17316378_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17363681_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17363830_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17389803_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17399121_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1741870_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17427197_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17428065_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17437121_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17448768_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17450738_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17526342_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17526951_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17600441_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17608684_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17664633_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17667401_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17682275_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17690552_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17775115_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17796854_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1779888_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17825044_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_178362_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17869141_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17871246_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17902383_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17907423_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17946627_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_17977606_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1797833_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18012086_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18058034_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18096819_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18101749_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18152779_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18384206_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18403526_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18437561_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18460889_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18468344_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18473098_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18498178_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18529397_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1854333_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18579411_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18622081_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18633212_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18679815_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18687003_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18688703_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18699711_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18714040_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18766042_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18769667_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18775545_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18793535_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18806679_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18833065_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1886687_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18888080_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18894040_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18966100_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18972883_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_18995850_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19037832_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19060950_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19103814_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19104128_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19153111_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19214465_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1924056_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19280895_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19282935_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19321092_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1934096_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19370670_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19401825_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19418971_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19426501_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19437515_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_1951293_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19521391_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19565840_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19568389_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19578975_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19605770_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19633287_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19643622_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19662644_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19687209_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19726930_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19756127_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19760225_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19778378_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19848415_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19855344_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19903870_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19917862_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_19970288_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20006314_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20058735_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20106254_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20186507_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20261252_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20262264_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20272265_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20311288_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20317679_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20326127_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20343576_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20374852_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20388702_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20398356_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20445632_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20531010_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20583731_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20614662_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20628210_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20650406_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20661113_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20682032_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20688095_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20735338_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20748658_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20807662_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2081591_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20822105_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20825412_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20835143_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20870568_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20916121_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20940258_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20946656_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20952119_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20968527_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2097603_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_20990451_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21002745_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21023543_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21078661_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21096846_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_211850_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21220586_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2126195_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21282633_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21354738_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21429456_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21450179_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21475578_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21536509_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21562334_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21574245_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21575060_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21576940_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21597213_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21623038_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2163965_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21651222_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21706252_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21731792_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21745537_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21797426_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21816646_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21868258_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21931435_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21945057_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_21960342_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22007903_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22036377_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22039397_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22041473_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22070624_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22083557_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22225769_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22238469_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22269387_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22321432_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22357760_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22384775_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2242737_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2245342_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22484444_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22505433_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22571639_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22572626_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22589544_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22607108_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22662478_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22683743_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_2269690_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22745962_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22757878_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22825924_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22833016_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22855971_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22880710_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_22892509_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23065708_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23079807_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23087152_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23150659_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23159017_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23166676_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23170842_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23189533_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23194876_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23272363_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23274253_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23296946_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23314296_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23372466_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23380555_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_233976_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23447931_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23467824_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23487884_N95.jpg,angry
../datasets/processedDataset/train/angry/Training_23492125_N95.jpg,angry
